0, 61589, 1, 4096, 0
0, 44950, 1, 4096, 0
0, 58592, 1, 4096, 0
0, 51613, 1, 4096, 0
0, 48709, 1, 4096, 0
0, 54174, 1, 4096, 0
0, 52435, 1, 4096, 0
1, 52038, 1, 4096, 0
1, 76652, 1, 4096, 0
1, 66506, 1, 4096, 0
1, 73536, 1, 4096, 0
1, 578776, 1, 4096, 0
1, 586147, 1, 4096, 0
1, 582562, 1, 4096, 0
1, 592078, 1, 4096, 0
1, 589691, 1, 4096, 0
1, 593021, 1, 4096, 0
1, 591053, 1, 4096, 0
1, 583974, 1, 4096, 0
1, 570314, 1, 4096, 0
1, 581322, 1, 4096, 0
1, 584391, 1, 4096, 0
1, 584725, 1, 4096, 0
1, 583891, 1, 4096, 0
1, 585226, 1, 4096, 0
1, 581322, 1, 4096, 0
1, 594226, 1, 4096, 0
1, 589607, 1, 4096, 0
1, 585728, 1, 4096, 0
1, 579677, 1, 4096, 0
1, 589522, 1, 4096, 0
1, 587408, 1, 4096, 0
1, 588844, 1, 4096, 0
1, 581983, 1, 4096, 0
1, 589013, 1, 4096, 0
1, 584641, 1, 4096, 0
1, 584558, 1, 4096, 0
1, 581487, 1, 4096, 0
1, 591309, 1, 4096, 0
1, 586063, 1, 4096, 0
1, 590627, 1, 4096, 0
1, 585728, 1, 4096, 0
1, 585059, 1, 4096, 0
1, 584725, 1, 4096, 0
1, 589861, 1, 4096, 0
1, 420447, 1, 4096, 0
1, 535424, 1, 4096, 0
1, 573830, 1, 4096, 0
1, 574554, 1, 4096, 0
1, 285813, 1, 4096, 0
1, 583642, 1, 4096, 0
1, 590371, 1, 4096, 0
1, 587071, 1, 4096, 0
1, 585561, 1, 4096, 0
1, 578367, 1, 4096, 0
1, 590542, 1, 4096, 0
2, 585059, 1, 4096, 0
2, 584141, 1, 4096, 0
2, 584308, 1, 4096, 0
2, 590712, 1, 4096, 0
2, 583475, 1, 4096, 0
2, 576820, 1, 4096, 0
2, 581983, 1, 4096, 0
2, 585979, 1, 4096, 0
2, 590116, 1, 4096, 0
2, 584391, 1, 4096, 0
2, 581735, 1, 4096, 0
2, 584725, 1, 4096, 0
2, 590286, 1, 4096, 0
2, 583974, 1, 4096, 0
2, 585979, 1, 4096, 0
2, 579595, 1, 4096, 0
2, 583725, 1, 4096, 0
2, 585728, 1, 4096, 0
2, 580252, 1, 4096, 0
2, 577633, 1, 4096, 0
2, 588252, 1, 4096, 0
2, 582977, 1, 4096, 0
2, 582728, 1, 4096, 0
2, 586231, 1, 4096, 0
2, 580745, 1, 4096, 0
2, 580910, 1, 4096, 0
2, 584725, 1, 4096, 0
2, 584725, 1, 4096, 0
2, 334121, 1, 4096, 0
2, 579267, 1, 4096, 0
2, 583642, 1, 4096, 0
2, 572386, 1, 4096, 0
2, 572226, 1, 4096, 0
2, 581487, 1, 4096, 0
2, 579103, 1, 4096, 0
2, 585393, 1, 4096, 0
2, 585059, 1, 4096, 0
2, 578858, 1, 4096, 0
2, 575361, 1, 4096, 0
2, 583475, 1, 4096, 0
2, 585644, 1, 4096, 0
2, 572386, 1, 4096, 0
2, 589267, 1, 4096, 0
2, 591821, 1, 4096, 0
2, 581900, 1, 4096, 0
2, 578939, 1, 4096, 0
2, 581075, 1, 4096, 0
2, 577959, 1, 4096, 0
2, 516910, 1, 4096, 0
2, 578939, 1, 4096, 0
2, 581983, 1, 4096, 0
2, 569680, 1, 4096, 0
2, 579513, 1, 4096, 0
2, 583392, 1, 4096, 0
2, 584058, 1, 4096, 0
2, 332845, 1, 4096, 0
2, 584975, 1, 4096, 0
2, 578939, 1, 4096, 0
2, 578939, 1, 4096, 0
2, 583891, 1, 4096, 0
2, 586651, 1, 4096, 0
3, 583558, 1, 4096, 0
3, 578612, 1, 4096, 0
3, 587745, 1, 4096, 0
3, 581652, 1, 4096, 0
3, 589437, 1, 4096, 0
3, 579349, 1, 4096, 0
3, 583226, 1, 4096, 0
3, 581900, 1, 4096, 0
3, 582066, 1, 4096, 0
3, 588505, 1, 4096, 0
3, 593537, 1, 4096, 0
3, 595521, 1, 4096, 0
3, 75970, 1, 4096, 0
3, 65304, 1, 4096, 0
3, 68489, 1, 4096, 0
3, 69359, 1, 4096, 0
3, 58745, 1, 4096, 0
3, 58876, 1, 4096, 0
3, 63710, 1, 4096, 0
3, 53813, 1, 4096, 0
3, 68342, 1, 4096, 0
3, 434958, 1, 4096, 0
3, 454001, 1, 4096, 0
3, 520722, 1, 4096, 0
4, 61289, 1, 4096, 0
4, 473745, 1, 4096, 0
4, 551352, 1, 4096, 0
4, 534795, 1, 4096, 0
4, 521916, 1, 4096, 0
4, 248257, 1, 4096, 0
4, 508693, 1, 4096, 0
4, 555615, 1, 4096, 0
4, 565043, 1, 4096, 0
4, 562019, 1, 4096, 0
4, 553289, 1, 4096, 0
4, 577878, 1, 4096, 0
4, 561480, 1, 4096, 0
4, 575604, 1, 4096, 0
4, 519994, 1, 4096, 0
4, 499755, 1, 4096, 0
4, 492012, 1, 4096, 0
4, 502453, 1, 4096, 0
4, 510532, 1, 4096, 0
4, 476889, 1, 4096, 0
4, 543020, 1, 4096, 0
4, 555842, 1, 4096, 0
4, 563256, 1, 4096, 0
4, 559639, 1, 4096, 0
4, 561788, 1, 4096, 0
4, 566450, 1, 4096, 0
4, 563876, 1, 4096, 0
4, 564965, 1, 4096, 0
4, 565277, 1, 4096, 0
4, 574151, 1, 4096, 0
